priority,flag,coin_id,year,program,denomination,mint_mark,condition,cost,quantity,description,personal_notes,source_file,question_for_AJ
2,Missing Year,c88df2f6-830f-4246-8dea-db43d5c47c42,,George Washimgtom Coin Note and stamp set,,,,$29.95,1,George Washimgtom Coin Note and stamp set,,miscellaneous purchases.xlsx,
2,Missing Year,53e3ba95-7b25-47a7-bbf2-bb5bdf1c5e2a,,Historic U.S. Silver Coins,Barber Quarter,P,Ungraded,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/75ae4932-6978-4e04-8253-5068c209ef3b_1769968144_Scan_20260128 (3).pdf,
2,Missing Year,c02e6065-8e88-46a7-b1f0-f79714c14ae5,,Historic U.S. Silver Coins,Dime,D,Uncirculated,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/75ae4932-6978-4e04-8253-5068c209ef3b_1769968144_Scan_20260128 (3).pdf,
2,Looks like a SET — confirm if individual coin or set record,41a697a1-2a51-4b08-a3ba-0f6ad94e230f,19th & 20th century,Indian Head Cent 2 coin set with case,,,extra fine,points,1,Indian Head Cent 2 coin set with case,,miscellaneous purchases.xlsx,
2,Year '19th & 20th century' looks invalid,41a697a1-2a51-4b08-a3ba-0f6ad94e230f,19th & 20th century,Indian Head Cent 2 coin set with case,,,extra fine,points,1,Indian Head Cent 2 coin set with case,,miscellaneous purchases.xlsx,
2,Missing Year,b00af6fd-f5b6-4b8e-9c16-345b3b0331cb,,Indian Head Gold Half Eagle,$5,,AU-50,$695.00,1,,Coin in deluxe holder. Year range provided as 1903-1929.,,
2,Looks like a SET — confirm if individual coin or set record,d5a48ef2-dad4-45af-bd1b-b816f6077ce4,2018,Jamul Indian Coin Set,US Coin Set,,Uncirculated,$0.00,1,,"Denomination is a coin set, not a single coin. Cost is liste",invoices/queue/8c5ab76d-b4ee-4c60-872b-36d44da70a4f_Scan_20260129 (51).pdf,
2,Looks like a SET — confirm if individual coin or set record,d2c6e46d-011d-4445-bc83-3d12a050992c,2003,Jefferson Nickel,Nickel,,Mixed (Uncirculated/Proof),$120.00,1,,Collection/set described as 'Westward Journey Nickels set'. ,,
2,Looks like a SET — confirm if individual coin or set record,6f646fb2-d7a8-4107-aff4-7e7d13146c4b,1940,Jefferson Nickel Series,Nickel,P,Average Circulated,$0.00,1,,Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,b2aadd47-2387-43f3-a66e-b7fce7f07c4c,1940,Jefferson Nickel Series,Nickel,S,Average Circulated,$0.00,1,,Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,919ef8ac-bc4c-4730-acfe-09bce47b5ba4,1941,Jefferson Nickel Series,Nickel,S,Average Circulated,$0.00,1,,Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,5a6767c8-e6dc-4739-9dba-e994cf32b3c7,1942,Jefferson Nickel Series,Nickel,S,Uncirculated,$46.00,1,,Wartime nickel.,,
2,Looks like a SET — confirm if individual coin or set record,c316de38-6433-47fd-aa90-a32b73aa6391,1942,Jefferson Nickel Series,Nickel,P,Average Circulated,$9.25,1,,Wartime nickel.,,
2,Looks like a SET — confirm if individual coin or set record,dc30d434-c5f8-4f09-93a5-eac007563ff8,1942,Jefferson Nickel Series,Nickel,S,Average Circulated,$0.00,1,,Wartime Nickel - Silver Alloy. Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,e21fc3a3-cd20-487b-8058-0168ef9fa441,1942,Jefferson Nickel Series,Nickel,P,Average Circulated,$0.00,1,,Wartime Nickel - Silver Alloy. Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,1562fab4-d5a4-44bf-8cef-2bb4a026d7fe,1943,Jefferson Nickel Series,Nickel,S,Average Circulated,$0.00,1,,Wartime nickel silver alloy. Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,3f841744-7bd5-418e-9b8a-85196763c5d1,1943,Jefferson Nickel Series,Nickel,S,Uncirculated,$29.95,1,,Wartime nickel.,,
2,Looks like a SET — confirm if individual coin or set record,9b7cb063-3a61-4f6d-898b-45af65f14658,1943,Jefferson Nickel Series,Nickel,P,Average Circulated,$6.25,1,,Wartime nickel.,,
2,Looks like a SET — confirm if individual coin or set record,220ef447-7e93-4d47-9a49-8f3f8b072fe7,1944,Jefferson Nickel Series,Nickel,P,Average Circulated,$0.00,1,,Wartime nickel silver alloy. Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,68a77009-2d13-44f3-8cc2-aa0952abbb88,1944,Jefferson Nickel Series,Nickel,P,Average Circulated,$0.00,1,,Wartime nickel silver alloy. Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,8b0fc299-0891-407d-badb-1d309c76f9cd,1945,Jefferson Nickel Series,Nickel,S,Uncirculated,$22.50,1,,Wartime nickel.,,
2,Looks like a SET — confirm if individual coin or set record,e7c6ee02-bf19-44dd-8977-0b7c083a785e,1945,Jefferson Nickel Series,Nickel,S,Uncirculated,$0.00,1,,Wartime Nickel - Silver Alloy. Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,62186fb5-7ebe-42d6-971b-4e9bf672064a,1946,Jefferson Nickel Series,Nickel,D,Uncirculated,$12.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,bf30c441-fec5-4535-a938-bacd704f3d3d,1949,Jefferson Nickel Series,Nickel,D,Uncirculated,$24.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,aee76578-9553-485a-b575-fb5396df8342,1950,Jefferson Nickel Series,Nickel,P,Uncirculated,$12.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,3cc14ac3-f71b-4a17-8a83-d3f0255d30d4,1952,Jefferson Nickel Series,Nickel,D,Uncirculated,$28.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,371f933a-a077-49b4-9c08-9bcf1da93fb9,1953,Jefferson Nickel Series,Nickel,P,Uncirculated,$3.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,0168beb3-599a-4697-838e-806d2d622277,1954,Jefferson Nickel Series,Nickel,S,Uncirculated,$5.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,17d50bda-7095-425e-b575-dc5c80869a49,1954,Jefferson Nickel Series,Nickel,P,Uncirculated,$8.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,0df66aea-659f-44a6-b8fc-e2cd4a8bb6aa,1955,Jefferson Nickel Series,Nickel,D,Uncirculated,$1.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c1928151-a421-4e40-a710-6649b4736f26,1956,Jefferson Nickel Series,Nickel,P,Average Circulated,$0.80,1,,,,
2,Looks like a SET — confirm if individual coin or set record,ed557213-673e-454d-a5be-84e0e9636c25,1957,Jefferson Nickel Series,Nickel,P,Uncirculated,$2.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,7f37fd68-1b4d-4047-8e45-00d17e804400,1958,Jefferson Nickel Series,Nickel,D,Uncirculated,$1.10,1,,,,
2,Looks like a SET — confirm if individual coin or set record,94d7101e-d4dd-4614-849f-fabea813bbb0,1958,Jefferson Nickel Series,Nickel,D,Average Circulated,$0.00,1,,Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,8c29283b-384b-4feb-9218-043e080e5a1d,1959,Jefferson Nickel Series,Nickel,D,Average Circulated,$0.80,1,,,,
2,Looks like a SET — confirm if individual coin or set record,b7e36423-3f76-4eab-8d80-e609df42db8b,1959,Jefferson Nickel Series,Nickel,P,Uncirculated,$1.10,1,,,,
2,Looks like a SET — confirm if individual coin or set record,66544263-aecb-458f-8c8f-b6ee1eeead41,1960,Jefferson Nickel Series,Nickel,D,Uncirculated,$0.00,1,,Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,37304346-c079-40fa-852b-4e2d672ed6e7,1965,Jefferson Nickel Series,Nickel,,Uncirculated,$0.00,1,,Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,351ec8e1-9436-4f2f-aa94-db01a667dcb2,1966,Jefferson Nickel Series,Nickel,,Uncirculated,$0.00,1,,Acquired with points.,,
2,Looks like a SET — confirm if individual coin or set record,0aaf3833-8eb9-439c-9fb8-adabef3a4bc6,1972,Jefferson Nickel Series,Nickel,D,Uncirculated,$1.10,1,,,,
2,Looks like a SET — confirm if individual coin or set record,fa03dbea-b3ca-43b1-aaa2-5f66b7cb68a0,2009,Jefferson Nickel Series,Nickel,S,Proof-63,$4.35,1,,,,
2,Looks like a SET — confirm if individual coin or set record,da0f5aeb-644f-44e7-aaf1-bc883579b187,2020,Jefferson Nickel Series,Nickel,W,Ungraded,$19.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,47ac9913-3be2-4934-88f0-c9e88e48a010,1964-2012,Kennedy 50 cent year set  48 coins including 2005 coin,,,MS60,$450.00,1,Kennedy 50 cent year set  48 coins including 2005 coin,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,2451e503-cd13-493d-8f6e-864b69b6b6a3,1965,Kennedy Half Dollar,Kennedy Half Dollar,,Uncirculated,$22.50,1,,From a Special Mint Set (SMS),,
2,Looks like a SET — confirm if individual coin or set record,1393f4cc-d0d2-4ca8-ac04-adeddb140cfa,1967,Kennedy Half Dollar,Kennedy Half Dollar,,Uncirculated,$29.50,1,,From Special Mint Set,,
2,Looks like a SET — confirm if individual coin or set record,738c0be6-c71b-49c4-a50a-121d30a607e3,2003,Kennedy Half Dollar,Kennedy Half Dollar,,Uncirculated,$7.95,1,,Set includes 2003-P and 2003-D Kennedy Half Dollars. Price r,,
2,Looks like a SET — confirm if individual coin or set record,e0af0f2d-a8db-423b-a083-f5f018bf2154,2006,Kennedy Half Dollar,Kennedy Half Dollar,,Uncirculated,$10.95,1,,Set includes 2006-P and 2006-D Kennedy Half Dollars. Price r,,
2,Looks like a SET — confirm if individual coin or set record,13f2d690-ecbf-4753-9aba-1313835e2c3e,1966,Kennedy Half Dollar Series,Kennedy Half Dollar,,Uncirculated,$21.50,1,,Silver from Special Mint Set,,
2,Looks like a SET — confirm if individual coin or set record,84746f1e-b5aa-4ef9-8cf3-98da4338a72c,1968,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$19.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,92714b04-24d8-4c9c-9568-c7a9767d881f,1969,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Circulated,$14.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,0328c217-7311-4fd0-8dfc-2598d23ec605,1972,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$5.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6e5e45d4-dd65-4511-b98c-e54de4caee8b,1973,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$5.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,4e40be2f-dbb6-41bd-818d-5dbc01fea4e5,1974,Kennedy Half Dollar Series,Kennedy Half Dollar,,Uncirculated,$4.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c762480e-49f4-4806-8a76-0092bce4e33d,1976,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$3.50,1,,CN Clad indicated in description,,
2,Looks like a SET — confirm if individual coin or set record,c8499918-4b84-4884-b079-9c3825576300,1976,Kennedy Half Dollar Series,Kennedy Half Dollar,,Uncirculated,$3.95,1,,CN clad indicated in description,,
2,Looks like a SET — confirm if individual coin or set record,e9ce336c-690e-433d-a1eb-e8ef5c813e11,1976,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Proof-63,$19.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c4095245-8138-4f6b-adf2-aefc004a790a,1977,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$7.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6d4195aa-c941-471e-8ee7-488324414f03,1979,Kennedy Half Dollar Series,Kennedy Half Dollar,,Uncirculated,$5.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,01a22bda-0254-40d8-8c63-c9c9efb8df96,1980,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$11.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,2682303f-3cb8-4306-b4f4-40e3c53e6496,1980,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$4.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,220c1abc-a416-47d6-81de-a0710f3488ec,1981,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$4.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,e996f334-c979-4af7-ad70-5a166dfcb919,1981,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$4.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a9a0bae5-6343-4df1-8c21-da8b56ecce32,1984,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$6.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,0924c3d7-a35f-449d-b359-2b7aba7ec78d,1985,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$12.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,15c8842d-f568-4a37-a894-c9025e328d93,1985,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$9.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,9433a7b0-63b8-45fd-b9ed-97cce749369a,1985,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$7.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,e2f3c703-6f4c-4137-b978-2f18761f8223,1986,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$15.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,679f2f04-330a-432e-9e8f-00b2f06526c8,1987,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$9.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,52f6d720-eb49-4bb2-bcfd-2613e323a6ff,1988,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$9.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,cc9a333f-ae73-4773-8e7d-3c75146b4337,1989,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$15.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,32c0fa3d-ed36-4422-98e0-885e34110695,1990,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$10.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,d57ce497-31a0-4f35-b5f2-fa72e55cdc83,1990,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$10.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a8b960ea-a0d6-4b8f-a009-9a11058efb8d,1991,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$23.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,b0d5ad93-b32c-4661-a839-a8278415f1d6,1991,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$7.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6713d7bb-ae19-4237-b3b8-bcecdc6908e3,1992,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$4.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a1856431-4dc6-40a1-bb10-1d4bfd7d5fcd,1992,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Proof-63,$9.35,1,,CN indicates Copper-Nickel,,
2,Looks like a SET — confirm if individual coin or set record,bd0b8510-e60e-4f38-afa0-91800b47ce17,1992,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$9.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,652b6822-f16e-4483-a917-9153186097da,1993,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$12.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a82eb776-83e0-4cbe-810e-39e01f00c99f,1995,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$7.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,df25f0ba-89ff-4c2b-bf9b-df7065cafac4,1995,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$4.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,58a08afb-5da4-4f15-a6bc-f988a04b1f7c,1996,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,f78d890c-f78b-4b0a-b83d-b28c05e895bc,1996,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Proof-63,$75.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,19b05f4a-e885-4cb4-bea7-0b91f1906760,1997,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$115.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,63c15727-a4f2-4a9e-a9e8-93b2f5810065,1997,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$6.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6d6ae873-4265-494d-87a4-dc48084b796f,1997,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$4.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,d3f78ff7-9d45-4fb5-bf2a-0ed444ddd556,1998,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,9c7e9b7c-4145-4587-ad09-acf594bea0d2,1999,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$10.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,8d3277d9-c96a-40c3-a6ec-d9ecde9daf9a,2000,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$6.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,1b6a68cf-48f5-409f-86d4-11be6aa81ffd,2001,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$5.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,4b9e92b6-82c2-4088-a301-2b6fe28e94f2,2001,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,points,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c6eb376d-941e-48a6-8706-b48dfb4ad0bb,2001,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,fc702afa-a6e5-49fb-8826-f40b3ca80ca1,2001,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$12.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a97caea8-16b5-4223-a839-891b1ee0deed,2002,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c112598d-0bc9-4574-ac71-a8f21e3c549d,2003,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,07296777-b838-4573-b9ac-cf2ef123ee31,2004,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$6.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6d104ba0-345e-462b-9019-3fce405c2acc,2004,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$6.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,dfc03870-3ee1-4846-884c-fd4b6bdec396,2004,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$48.00,1,,PR63 noted in description,,
2,Looks like a SET — confirm if individual coin or set record,84176130-6c7a-41b2-a66b-982dd2280513,2005,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,149da8f8-1e42-4f90-9e5e-38e6d16ead77,2006,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$9.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,9658671a-fd7b-41c2-8fa4-772dba64b4a9,2006,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$6.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,f07b07ca-596d-45b5-a506-033a987f7241,2006,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$6.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,21fb013e-5d1d-485c-8919-5c52e701fd6d,2007,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,77b02b53-ed00-4f55-b491-cc56e7ad44f4,2007,Kennedy Half Dollar Series,Kennedy Half Dollar,D,Uncirculated,$5.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,e563c4a6-5abb-47a9-9e3e-b4843c16864e,2007,Kennedy Half Dollar Series,Kennedy Half Dollar,S,Choice Proof 63,$9.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6a6ac8d0-da9b-4759-80b6-945833a27f0e,2008,Kennedy Half Dollar Series,Kennedy Half Dollar,P,Uncirculated,$5.75,1,,,,
