year,mint,series,name,denom,est_value,index_key,coin_id
1886,S,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,44a6f55c-0638-4446-b8fc-b14aa43fd660
2010,P,Native American Dollar,1 Dollar,1 Dollar,Pending,,44b5bbeb-a072-43f4-90eb-d4b373daa727
1979,,Roosevelt Dimes,Dime,Dime,Pending,,44cafdc9-9b00-41c5-9fbc-7331a76bf1e2
2010P,,Presidential Dollars,1,1,Pending,,44cb56e4-78fa-4190-bf15-037d15fd3bd3
1887,,,1887,,Pending,,44d81853-f14f-472d-bfb1-f6682e5a98a1
1931,,Lincoln Wheat Cent,Penny,Penny,Pending,,44f11c0a-be67-4f33-8cb0-450c077ab2bb
1897,,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,44fc009a-2736-4d2a-9c51-47bde2e7cdd5
1971,S,Eisenhower Dollar,Dollar,Dollar,Pending,,4534f6bd-0833-4ee1-8b7c-d03a090e1e73
1952,D,Franklin Half Dollar,Franklin Half Dollar,Franklin Half Dollar,Pending,,4545090d-34f0-4337-8fec-220a33ae98ef
1949,D,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,454e5e8a-ac71-4d04-846a-b28fb5c57a8e
1976,,Lincoln Head Penny,Penny,Penny,Pending,,454ec607-a6f4-445a-915e-9ec46546323c
2018,P,National Park Quarters,Quarter,Quarter,Pending,,456713d7-12bc-4c97-aa75-b1e9b42cbd2a
1937,D,Mercury Dime,Dime,Dime,Pending,,457f2758-8b47-4d2f-a934-60a3152fd9a9
1880,,Liberty Head Gold Half Eagle,$5 ,$5 ,Pending,,4599d1ab-fd58-44c6-ad2f-82d72c4a704e
1964D,,Washington Silver Quarter,Quarter,Quarter,Pending,,45c5efc3-10e7-4c89-8992-d7f19284e9e0
1916,S,Lincoln Head Penny,Penny,Penny,Pending,,45c5f177-a896-415e-88c4-21fc6ac3a8cd
1920,D,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,45c751dc-8a89-4522-b742-9fab6929c20d
2001S,,Roosevelt Dimes,Dime,Dime,Pending,,45ce0522-9587-40cc-b272-1221edea3aa8
1946,D,Lincoln Head Cent,Penny,Penny,Pending,,45dd28b7-9448-4e1c-b192-2a0407835dc1
1908,D,Barber Series,Dime,Dime,Pending,,45e34115-3d28-48d8-a1a9-5ff835a0c6d4
1880,CC,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,45f213d8-d441-4d71-9148-23ccd1427632
2023,,American Silver Eagle,Dollar,Dollar,Pending,,45fd10f1-05a3-43d4-aa3a-f3ce78cc59ac
1981,S,Lincoln Head Penny,Penny,Penny,Pending,,45fe4c88-4b85-4a6a-8704-47fda9b9b516
1995,S,Lincoln Cent Series,Penny,Penny,Pending,,45fef7b3-341f-490e-a948-97a8a15b0eed
1917,,Lincoln Head Penny,Penny,Penny,Pending,,4606353d-63ef-48ab-a285-cef9e895ccfc
1845,,Liberty Seated Silver Quarter,1/4 Dollar,1/4 Dollar,Pending,,461d6017-a131-461c-90ab-970f41a29783
1878,CC,Liberty Seated,Quarter,Quarter,Pending,,46235144-bc2b-4e53-9747-30e3c8594a9e
1818,,Large Cent,Penny,Penny,Pending,,4628781c-219f-40fd-b5be-5cee7a372def
1926,,2.50 American Sesquicentennial Gold,2.5,2.5,Pending,,4648dbc9-96d4-42fe-abc7-4a6885784cf6
2014,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,46506d7a-63a6-4a94-a8fd-a8cf44aaaf21
1855,,Liberty Seated,Quarter,Quarter,Pending,,465b7110-1548-4b18-b794-b4756f7f799c
1987D,,Washington Silver Quarter,Quarter,Quarter,Pending,,4660b122-8bd7-4712-b433-6c79ff3c2b30
1858,S,Liberty Seated,Half Dollar,Half Dollar,Pending,,468f97df-b410-4eea-83ee-28b3eb9bf90f
2015P,,Presidential Dollars,1,1,Pending,,46a8a2b2-fe61-4a84-b451-90b037de13c9
1905,P,Barber Dimes,Barber Silver Dimes,Barber Silver Dimes,Pending,,46ae04d6-ece2-4009-a901-e3f72a6eeea8
1911,D,Barber Series,Dime,Dime,Pending,,46e801eb-b730-4548-862b-eef548c7e075
2019,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,46f8e358-a311-4445-afe6-e156a354cdb5
1922,D,Buffalo Nickel,Nickel,Nickel,Pending,,47375770-14fb-4de1-9553-f3f64e72d23e
2018S,,Roosevelt Dimes,Dime,Dime,Pending,,4743fb5b-8d41-46d8-b75e-379914aea73b
1883,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,47608acd-28e5-491e-9ef5-04608d84d536
1942,,Lincoln Cent,Penny,Penny,Pending,,477f6fe4-5cd9-4717-ae97-d7cf54a8a46d
1951,,Roosevelt Dimes,Dime,Dime,Pending,,47997c9e-c2fc-4f13-a177-ce456f8e7f96
2015P,,Presidential Dollars,1,1,Pending,,47ebf9d0-13dd-4432-91cb-adda1ead8532
1881,,Liberty Seated Silver Dime,Dime,Dime,Pending,,481750ac-57df-4a48-bedf-f2c833454425
1902,,Liberty Head Nickel,Nickel,Nickel,Pending,,48223f36-2668-4250-8146-0a3358b3400f
1955,S,Lincoln Cent,Penny,Penny,Pending,,4827bbb0-2dfe-4a33-995f-7a40d265285e
1988D,,Roosevelt Dimes,Dime,Dime,Pending,,483734a3-2aa5-41cb-b410-3a62e4cf3431
1948,D,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,483ac568-7c15-442b-a0a6-16e55ca9784d
1971,,Washington Silver Quarter,Quarter,Quarter,Pending,,483b3e46-1851-4ca4-b325-e12787f6dd5a
1930,,Lincoln Cent Series,Penny,Penny,Pending,,486302cb-14eb-4cc7-9a5c-102901e6e7cd
1853,,Liberty Seated,Quarter,Quarter,Pending,,4882ad8d-05b6-4ef6-8829-cafa16310346
1959,,Washington Silver Quarter,Quarter,Quarter,Pending,,489470b4-93ab-404e-a336-d2126019152d
1934,,Washington Silver Quarter,Quarter,Quarter,Pending,,48990634-2c4d-4ae0-8261-aeff85ca24f2
1873,,Liberty Seated Silver Dime,Dime,Dime,Pending,,48abd19e-3181-48dc-b261-8512414f414d
1838,,,Nickel,Nickel,Pending,,48b2efb4-433d-4487-a3bb-eb48ecaafc8b
1921,,Lincoln Head Penny,Penny,Penny,Pending,,48d99bc1-6447-4798-b9eb-3ea43b1b14c6
1982P,,Roosevelt Dimes,Dime,Dime,Pending,,48fbe991-cda6-419a-9ce0-e6dacb2036a2
2023,D,U.S. Innovation Dollar,Dollar,Dollar,Pending,,4912fde7-e7ea-494a-a9ec-a2685d0e6a68
1987,P,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,491b3864-3319-432a-812b-ebe3aed3c2ec
1837,,Liberty Seated,Half Dime,Half Dime,Pending,,493cf925-c763-4d17-ae2d-5a306a3cdcb0
1950D,,Washington Silver Quarter,Quarter,Quarter,Pending,,49747b5e-3b66-4fca-8227-d35197fdd21b
,,Morgan Silver Dollar,1,1,Pending,,498a9adf-54b3-4946-97e0-5b226095c608
1956,,Time Capsule Year Set,5-Coin Set,5-Coin Set,Pending,,498fb5a4-54d5-4aad-b945-250b1d90c7df
1972,,Eisenhower Dollar,Dollar,Dollar,Pending,,499d5bc3-5484-4c9d-be39-90a722a7ebbc
1985,D,Lincoln Cent,Penny,Penny,Pending,,49d3b9df-0b2c-468a-bb53-23a51c8ea224
1921,,Lincoln Cent Series,Penny,Penny,Pending,,49f02843-fb81-4b99-b25d-0992e6d4d761
1828,,,Capped Bust Silver Quarter,Capped Bust Silver Quarter,Pending,,49fa041d-325d-4cb7-b2cf-82e24d7add33
1946,S,Lincoln Head Penny,Penny,Penny,Pending,,4a209231-430a-4f10-afa1-c8cb217d0ee0
1932,D,Buffalo Nickel,Nickel,Nickel,Pending,,4a25a201-83d0-4c69-9c04-7574f9d5bdf7
1905,S,Barber Silver Quarters,25 Cents,25 Cents,Pending,,4a44a8e0-524b-4e64-a1b5-2546498a9aba
1949,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,4a574699-1062-46e4-9982-ff9bd6f6618b
2013,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,4a57e74a-74c9-49b3-b669-f40f2e04b185
1874,,Liberty Seated,Quarter,Quarter,Pending,,4a60665c-a320-475a-8e6b-ef81e7c224b5
1917,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,4a92ad6d-ea0c-420c-b496-0ea1be0d35d6
1938,,Lincoln Cent,Penny,Penny,Pending,,4a94d72c-9f84-4632-b71c-1544b4777cc8
1955,S,Lincoln Cent,Penny,Penny,Pending,,4a98c754-a572-4d5e-8e2b-4cb0650655d9
2023,S,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,4a9f25ba-5e00-4a23-9f70-038f603d3031
1940,,Washington Silver Quarter,Quarter,Quarter,Pending,,4ab3e096-391a-4d3b-8e45-fe78dc9ff405
2017D,,Roosevelt Dimes,Dime,Dime,Pending,,4ab4957b-4dfd-48d0-9c0a-f02e04ae73fb
,P,Standing Liberty Quarter,Washington Quarter,Washington Quarter,Pending,,4ab5f020-8ee9-420a-8ba0-a28ef7e65c8d
1882,P,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,4abb8dad-395e-4fd0-815d-e7253ca98b4d
1976,S,U.S. Bicentennial,1 Dollar,1 Dollar,Pending,,4abec370-74c8-4cc9-887b-f4db4ed8c33f
2015,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,4ad67d22-a6d5-41bc-b724-f77d969da15b
2022,D,Native American Dollar Series,Native American Dollar,Native American Dollar,Pending,,4adf4fa7-fdb0-4a45-a8ef-714ae59b0343
1951,,Lincoln Cent,Penny,Penny,Pending,,4af2385e-4153-4d83-9fb1-b528ff310722
1901,P,Barber Dimes,Barber Silver Dimes,Barber Silver Dimes,Pending,,4af893e6-e25a-4f52-9d60-97745fde37c5
1952,S,Lincoln Head Penny,Penny,Penny,Pending,,4b1fb3a6-365b-4e08-9fdd-c63e6606529b
2003D,,State and Territory Quarters,Quarter,Quarter,Pending,,4b376e82-bb7c-494a-ae76-eb29b3ea507a
2023,,,Lincoln Cent,Lincoln Cent,Pending,,4b3ac2e4-cad1-40ff-b57a-6ce994ff93f6
2016,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,4b4018de-4649-4832-83f8-f34957114349
1951,,Time Capsule Year Set,5-Coin Set,5-Coin Set,Pending,,4b438eca-39de-442e-abe9-017d58bc65f4
1935,,Lincoln Cent,Penny,Penny,Pending,,4b50a63d-413f-4eb5-aac2-fe6a3f0096de
1867,,,1867,,Pending,,4b8a2d7e-29d9-4616-853a-0cd69e8acec0
1942,D,Lincoln Cent,Penny,Penny,Pending,,4b8a4398-3256-4cc4-bd04-44d3c5cb89f1
2021,S,,Roosevelt Dime,Roosevelt Dime,Pending,,4b8c1589-4b43-4a6f-b4ae-f0a0784a1b7d
1971,D,Eisenhower Dollar,Dollar,Dollar,Pending,,4b9cf4c8-18e1-4be6-9924-bd42e51c401e
1968D,,Roosevelt Dimes,Dime,Dime,Pending,,4b9e1e1c-4e1e-492f-adb9-57e397d8977b
1991,,Lincoln Head Penny,Penny,Penny,Pending,,4baf979f-a9fc-48f5-adec-0bcaf497e4ea
1943,D,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,4bd01c49-bf42-4b44-9a9e-c0eddc2dc10e
1947D,,Washington Silver Quarter,Quarter,Quarter,Pending,,4bd94748-eae9-45c9-bc6f-75dc70514fd2
1843,,Braided Hair Large Cents,Large Cent,Large Cent,Pending,,4be611bb-3891-44d6-abdd-a4ae1b8963a6
2007D,,State and Territory Quarters,Quarter,Quarter,Pending,,4be9421c-4bcc-46bc-a614-349469761a61
1924,D,Mercury Dime,Dime,Dime,Pending,,4c0fa702-5fc2-45bd-a7d2-636f76901309
1998,D,Lincoln Head Penny,Penny,Penny,Pending,,4c24a4f1-f2b9-4fdb-9749-b237c30fcc2b
1995D,,Roosevelt Dimes,Dime,Dime,Pending,,4c454eef-9a53-4105-bdc4-cddbe0e74259
1982,,Lincoln Head Penny,Penny,Penny,Pending,,4c4d09af-9044-4bb3-80b9-7de1d8166eeb
2006S,,State and Territory Quarters,Quarter,Quarter,Pending,,4c797441-59e8-491b-b910-18c983fefc81
1903,P,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,4cc92637-36f8-4d44-9dfe-01634c50f67f
1904,O,Barber Silver Quarters,25 Cents,25 Cents,Pending,,4cdfc993-da20-44a0-a0c5-1f8d88100913
1976,,Roosevelt Dimes,Dime,Dime,Pending,,4cfcc03a-1078-4770-8fc7-d342008a437b
1970S,,Washington Silver Quarter,Quarter,Quarter,Pending,,4d05ca0c-b496-4f88-96c6-556e37df9649
1923,,Lincoln Wheat Cent,Penny,Penny,Pending,,4d217db5-34eb-43f5-a630-18cc4483ce4d
1977,D,Lincoln Cent Series,Penny,Penny,Pending,,4d49862d-7aa1-4ae7-8c61-7811d90ae244
1972,S,Eisenhower Dollar,Dollar,Dollar,Pending,,4d5fb81a-5c84-48d4-8c00-c6b52ed477cd
2010,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,4d7794a8-239c-45b7-b829-e3f5d47a3eb2
1982,S,,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,4d7bface-2af9-485b-ba12-ca1c6a80226c
1937,D,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,4da120fd-dd26-467e-bf70-47271a747000
2016,S,Lincoln Shield Cent,Penny,Penny,Pending,,4de1aaf4-47de-4453-bace-d20c6a8a1761
2004D,,State and Territory Quarters,Quarter,Quarter,Pending,,4de766d7-f150-4372-aaf2-aabbff858abc
1976,,U.S. Bicentennial,1 Dollar,1 Dollar,Pending,,4e049129-a280-447c-ae23-5ed5e7faa8cf
2005D,,State and Territory Quarters,Quarter,Quarter,Pending,,4e064d98-7126-42d8-b87a-89b256b59975
1931,D,Mercury,Mercury Dime,Mercury Dime,Pending,,4e122dd7-6cab-497d-a11a-0e5195447656
1876,CC,Liberty Seated,Quarter,Quarter,Pending,,4e16f09d-74bd-455f-8e38-e259e19171c6
1981,S,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,4e205c1d-2939-454c-bf6e-e8bd73ea3faa
1999,D,Lincoln Cent Series,Penny,Penny,Pending,,4e22b43f-61a3-49fe-9f85-ced898063993
2024,,American Silver Eagle,American Silver Eagle Dollar,American Silver Eagle Dollar,Pending,,4e33bd45-614e-42b6-b046-23ac6dbfa75b
2010,D,National Park Quarters,Quarter,Quarter,Pending,,4e3577de-57c4-409f-b1a4-6fb1e86bc645
1974,,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,4e40be2f-dbb6-41bd-818d-5dbc01fea4e5
2001,D,Lincoln Cent,Penny,Penny,Pending,,4e46a29d-0fb3-4d19-8258-18d8ddac565f
1975,,THE U.S. NICKEL COLLECTION,Jefferson Nickel,Jefferson Nickel,Pending,,4e4b8a07-b80e-455e-9408-54521bb3e6a0
1911,D,Lincoln Head Penny,Penny,Penny,Pending,,4e4d9038-fa84-4ba0-a514-16065329e5b4
2013,S,National Park Quarters,Quarter,Quarter,Pending,,4e737aa9-9c1c-42c8-80e9-dd60ed172fd1
2014,S,National Park Quarters,Quarter,Quarter,Pending,,4e737d38-cad3-4af3-b2a3-3691845c3812
2015,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,4e88dd8d-1b2b-49f3-991c-c83509e486aa
1998,,THE U.S. NICKEL COLLECTION,Jefferson Nickel,Jefferson Nickel,Pending,,4ea0b08c-84ad-434e-8642-c7eae8412a6d
2001P,,State and Territory Quarters,Quarter,Quarter,Pending,,4ea174c9-d1cc-420e-b9cc-dff619387783
1944D,,Washington Silver Quarter,Quarter,Quarter,Pending,,4ed2ad7e-3cae-47c8-b0b4-65788d2c6122
2012,S,National Park Quarters,Quarter,Quarter,Pending,,4ee3adab-6a05-4a66-8a9b-cd2dbbc0c970
1950S,,Roosevelt Dimes,Dime,Dime,Pending,,4ee5beac-9ca1-4ad1-a58d-86c53a2828ec
1897,,Indian Head Cent,Penny,Penny,Pending,,4ee8b016-5897-44a7-aef8-c549cc88cd98
1923,D,Peace Dollar,Dollar,Dollar,Pending,,4eea631a-979f-41fe-89af-31260870def9
2009D,,Roosevelt Dimes,Dime,Dime,Pending,,4ef73622-9959-451a-93d7-1ac3cfc96b8c
,D,Morgan Silver Dollar,Morgan Silver Dollar,Morgan Silver Dollar,Pending,,4f0fb657-0640-495a-a4e0-b4ccb16f1f01
2004D,,State and Territory Quarters,Quarter,Quarter,Pending,,4f13c23c-e87d-4fdb-b225-72de7baadbb3
2014,D,Lincoln Head Penny,Penny,Penny,Pending,,4f1849e1-169e-4e71-96be-0647060c3dca
1875,CC,20 Cent Piece,20 Cents,20 Cents,Pending,,4f35d38b-a20f-4baa-883c-ec9a54803e17
2015P,,Presidential Dollars,1,1,Pending,,4f3e1583-d3ce-4625-bc31-1e5b30d13e8a
2014,P,Native American Dollar,1 Dollar,1 Dollar,Pending,,4f417af1-68d0-4370-827b-d2380d64b250
2010,P,America the Beautiful Quarters,Quarter,Quarter,Pending,,4f43f55c-9239-4ead-be02-f7e41a12d11b
1921,,Lincoln Head Cent,Penny,Penny,Pending,,4f87b602-5f25-427e-9984-e385133832dd
2011P,,Presidential Dollars,1,1,Pending,,4fb374b0-110b-44ff-a91d-18adce66df59
1973D,,Washington Silver Quarter,Quarter,Quarter,Pending,,4fb91c6c-58ce-4f9e-9569-1974a8c89acf
2003,,American Eagle,Dollar,Dollar,Pending,,4fc22e4b-6c2d-4f0e-95b2-10cf1d5b59e6
2000D,,State and Territory Quarters,Quarter,Quarter,Pending,,4fe0a920-1524-4219-822d-538ce6bef5d4
1897,,Barber Silver Quarters,25 Cents,25 Cents,Pending,,4fe32fe3-4d44-4663-8b9b-328f719e964e
1981,S,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,5012bd66-1b26-4074-abb4-437146563ce8
1829,,Capped Bust,Nickel,Nickel,Pending,,5013243a-5f35-4b8b-a8f1-93aa7fe7bd65
1951,S,Lincoln Head Penny,Penny,Penny,Pending,,5019a43a-9113-4012-a14b-1b238e42c59f
2024,P,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,501f372e-4d14-4b9b-a622-9650809078d6
2022P,,Roosevelt Dimes,Dime,Dime,Pending,,502c6c8f-3600-4d63-b762-41953263e301
1981,D,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,5031ebe7-e263-457b-b081-582669a1abf5
1951,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,504b7f46-40a1-4725-9648-d42f27fab519
1861,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,508eeb0e-ef78-4ae9-89dc-252a624d65bb
2016,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,50971734-d4f4-4646-9fbc-aa3b66fba8ef
1914,S,Lincoln Head Penny,Penny,Penny,Pending,,50b8b91f-38f7-47d0-a093-08a6c069f81d
1948,D,Lincoln Head Penny,Penny,Penny,Pending,,50bde5cd-a7aa-412b-8759-7bbfb706e186
1921,S,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,50e323f5-1a25-4ff1-aba9-a5dc204b2fe9
2011,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,50e999af-6abc-43fd-a485-33de11f388cf
1968S,,Washington Silver Quarter,Quarter,Quarter,Pending,,50eba2d3-fe10-4581-b501-7f35c00be2b5
1956,,Washington Silver Quarter,Quarter,Quarter,Pending,,50f90a11-8770-4bcb-b177-dfd10e05686d
1884,,Morgan Silver Dollar,Dollar,Dollar,Pending,,51148c66-6540-4535-8ab7-f48b47ae004d
1978,S,Eisenhower Dollar,1 Dollar,1 Dollar,Pending,,513eecef-c1ab-4c9a-a385-d7fe87cd1e09
1920,D,Mercury Dime,Dime,Dime,Pending,,514588b0-d1bb-4a3f-bf06-39f705310f8c
1878,S,Liberty Seated,Quarter,Quarter,Pending,,517de8d2-a01d-4506-ad96-e5b42b0b1f2d
2013,P,America the Beautiful Quarters,Quarter,Quarter,Pending,,5181ca54-6013-467f-bd89-10d84f7fde47
1927,,Lincoln Cent,Penny,Penny,Pending,,518bfeeb-387a-4dab-83c3-5bdfb91e60a4
2001P,,State and Territory Quarters,Quarter,Quarter,Pending,,519a34a3-746a-446d-8c1f-82b92a1ff69a
2012S,,Presidential Dollars,1,1,Pending,,519f2535-e339-4cf9-a0e6-0858a81fb302
1830,,Capped Bust,Nickel,Nickel,Pending,,519fae2c-0913-4998-b76d-7fcf7d25cbc4
2015,W,American Eagle,Dollar,Dollar,Pending,,51a31411-f0f4-4ca1-9786-3a50fe8920fc
2016,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,51a7d9a5-ece3-4834-aad6-2046d18286fb
1987S,,Washington Silver Quarter,Quarter,Quarter,Pending,,51a8e903-ccee-4067-8f68-0ed502b184d0
2004,,American Eagle,Dollar,Dollar,Pending,,51abaf5e-11cf-4d32-9e17-f73d5ffe9e7c
2023,,Peace Dollar,Peace Dollar,Peace Dollar,Pending,,51ad6eab-bc69-4c67-b39f-42b28e700146
1999D,,State and Territory Quarters,Quarter,Quarter,Pending,,51ad752a-200f-48de-81aa-2e0e7b513b0b
1972,D,Eisenhower Dollar,Dollar,Dollar,Pending,,51bf2885-9ae1-4987-8713-da11d7b7bd0c
1964D,,Roosevelt Dimes,Dime,Dime,Pending,,51c5eb04-2f8b-44a0-b574-d1c8a0399770
1971D,,Roosevelt Dimes,Dime,Dime,Pending,,51f89202-f1f4-4619-b0df-f3e49fe484be
1985,S,Lincoln Cent,Penny,Penny,Pending,,522934e9-bbcd-4ddd-9391-469cc44ca1c8
1879,MULTIPLE,Morgan Silver Dollar,1,1,Pending,,522c853e-bb13-4c77-b46b-495f4f3efd37
1854,O,Liberty Seated,Quarter,Quarter,Pending,,5257370c-552a-4a0a-942e-9b51d5ddec6c
2012,D,National Park Quarters,Quarter,Quarter,Pending,,526da80a-7d98-4754-b1c1-51031a23d618
1916,,Lincoln Head Cent,Penny,Penny,Pending,,52923b73-4478-4130-b1dc-27d78a1c05b6
1968,,Roosevelt Dimes,Dime,Dime,Pending,,52a6efce-9e5e-4ab8-8338-c199b843e99f
1958,,Lincoln Cent,Penny,Penny,Pending,,52a9e28d-c8dc-4d89-8e5b-10d7c3f23cb9
1988,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,52f6d720-eb49-4bb2-bcfd-2613e323a6ff
1906,S,Barber,Half Dollar,Half Dollar,Pending,,53008773-8263-404b-9b12-ad08d11f44b2
1960,,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,Assorted US Coins,Pending,,53085375-edb5-4a6c-a3b7-855902d54871
2007S,,State and Territory Quarters,Quarter,Quarter,Pending,,530aeb7a-fff5-4fe1-8c45-8f52ae05817f
1924,,Mercury Dime,Dime,Dime,Pending,,531d8ee6-eda6-4cd2-8ec5-b5013bab2ea7
1874,,Liberty Seated Silver Dime,Dime,Dime,Pending,,53289081-acbb-4607-8080-28c2ef6a56c7
1905,,Indian Head Cent,Penny,Penny,Pending,,532e4fd3-0bb6-4c98-b82b-bebe26e3f4fc
1951,S,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,5340c684-50df-4782-93bd-929ed6cba6f9
1961,,Roosevelt Dimes,Dime,Dime,Pending,,53416755-b0b6-43bc-b931-59121a4847fd
1844,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,53553269-f145-410c-bb17-4bcbb93a36ab
1983,S,Clad Proof Set,Mixed (Proof Set),Mixed (Proof Set),Pending,,53595b63-0b7c-4715-9c24-e324de3aeb17
1887,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,537ff87e-039c-4783-8453-309124c5d9bb
1918,D,Mercury Dime,Dime,Dime,Pending,,538c6e5f-93ae-4ca0-8106-818277087753
1995D,,Washington Silver Quarter,Quarter,Quarter,Pending,,538c9309-69ce-438d-8812-26a31ecad06f
1887,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,53939244-9460-4834-b562-bb65208b7e2e
1905,O,Barber Silver Quarters,25 Cents,25 Cents,Pending,,539caa17-7cca-4031-9d6c-9bfcf2f17b4d
1901,,Liberty Head Nickel,Nickel,Nickel,Pending,,539f2283-3e1f-4a0f-a3d2-b2a82ff3e213
1912,,Lincoln Wheat Cent,Penny,Penny,Pending,,53a6bf4b-11a8-49bb-8d50-99166a8048a6
2001D,,State and Territory Quarters,Quarter,Quarter,Pending,,53a6e7f0-fa84-4a19-a0fe-a030ecc43d37
2000S,,Roosevelt Dimes,Dime,Dime,Pending,,53b4b8ab-7c65-4159-83d3-9e6f80b7bd4e
1914,S,Barber Series,Dime,Dime,Pending,,53bf8c07-9617-49f6-bce7-a8501f3f5f24
2002S,,Roosevelt Dimes,Dime,Dime,Pending,,53c9a264-3b32-4ca1-bc73-60800d1c1537
2015,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,53cbbe4c-b022-4996-b6c4-508d7354dc1d
,P,Historic U.S. Silver Coins,Barber Quarter,Barber Quarter,Pending,,53e3ba95-7b25-47a7-bbf2-bb5bdf1c5e2a
1948,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,53e4bf56-f41d-40a3-9d07-2e8b7535df26
1864,,Indian Head Cent,1 Cent,1 Cent,Pending,,542f42c0-31a0-43b3-9d35-cb1417fdde87
1929,S,Mercury Dime,Dime,Dime,Pending,,5441c4a2-43fd-4d71-965e-85a044d1d47a
1924,S,Mercury Dime,Dime,Dime,Pending,,5464c172-bf48-4209-9bf5-7b3449809ce5
1871,,Liberty Seated,Half Dollar,Half Dollar,Pending,,546e0df7-2a56-4b20-9ce0-d1ccf583f10a
1958,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,546fb70e-f071-406b-a267-e86016e3e7a0
2008D,,State and Territory Quarters,Quarter,Quarter,Pending,,547f1bef-d1b0-420f-9b82-540b51d0af2d
1997,S,Lincoln Cent,Penny,Penny,Pending,,549370cb-3a4e-4f53-8040-d424cf278005
1878,,Liberty Seated,Half Dollar,Half Dollar,Pending,,54af16f3-313c-4c82-9a18-6cdfe0e987e1
2007D,,Presidential Dollars,1,1,Pending,,54fd1c16-090b-4f68-af41-730075da18c3
2014,P,America the Beautiful Quarters,Quarter,Quarter,Pending,,55017239-d9ca-4e3d-aa70-26cbf24fefda
2004,S,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,554c8405-40cd-45e9-b313-3c1e919f4468
1914,,Lincoln Cent,Penny,Penny,Pending,,558f7994-3c73-4570-8d9c-41aadb28882c
2022,S,US Women's Quarters,Quarter,Quarter,Pending,,5598b11b-aca8-4242-94e7-9a3964243e7f
1994S,,Washington Silver Quarter,Quarter,Quarter,Pending,,55a38d59-4f22-4899-a934-8a1809034854
1913,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,55b844f8-274a-4dda-b3f5-ba627cc08438
1932,,Lincoln Wheat Cent,Penny,Penny,Pending,,55c9e659-fc7a-4961-b11a-7e728c2876af
1995S,,Roosevelt Dimes,Dime,Dime,Pending,,55de2e02-02ae-4a7d-9553-6df09ba1351e
1909,,Lincoln Head Cent,Penny,Penny,Pending,,55ed4402-a20d-4af0-ac7a-1168a6bf3d16
1947,S,Lincoln Cent,Penny,Penny,Pending,,55eeabfd-8291-44bd-9196-7128e756d894
1889,S,Liberty Seated Silver Dime,Dime,Dime,Pending,,55fd7a1e-424c-45ac-b6e2-059c4fcb5fb9
